Strata,unique_id,LCC,Bgy_Name,Mun_Name,Pro_Name
2,299D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,300B2,Dipterocarp Forest Closed,Kioya,SIBAGAT,AGUSAN DEL SUR
2,300C2,Dipterocarp Forest Closed,Kioya,SIBAGAT,AGUSAN DEL SUR
2,300D2,Dipterocarp Forest Closed,Kioya,SIBAGAT,AGUSAN DEL SUR
2,301B2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,301C2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,301D2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,302B2,Dipterocarp Forest Closed,Angeles,LA PAZ,AGUSAN DEL SUR
2,302C2,Dipterocarp Forest Closed,Angeles,LA PAZ,AGUSAN DEL SUR
2,302D2,Dipterocarp Forest Closed,Angeles,LA PAZ,AGUSAN DEL SUR
2,303B2,Dipterocarp Forest Closed,Salvacion,BUTUAN CITY (Capital),AGUSAN DEL NORTE
2,303C2,Dipterocarp Forest Closed,Salvacion,BUTUAN CITY (Capital),AGUSAN DEL NORTE
2,303D2,Dipterocarp Forest Closed,Salvacion,BUTUAN CITY (Capital),AGUSAN DEL NORTE
2,304B2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,304C2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,304D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,305B2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,305C2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,305D2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,306B2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,306C2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,306D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,307B2,Dipterocarp Forest Closed,Cabangahan,TAGO,SURIGAO DEL SUR
2,307C2,Dipterocarp Forest Closed,Cabangahan,TAGO,SURIGAO DEL SUR
2,307D2,Dipterocarp Forest Closed,Cabangahan,TAGO,SURIGAO DEL SUR
2,308B2,Dipterocarp Forest Closed,Bunga,JABONGA,AGUSAN DEL NORTE
2,308C2,Dipterocarp Forest Closed,Bunga,JABONGA,AGUSAN DEL NORTE
2,308D2,Dipterocarp Forest Closed,Bunga,JABONGA,AGUSAN DEL NORTE
2,309B2,Dipterocarp Forest Closed,Cansayong,MALIMONO,SURIGAO DEL NORTE
2,309C2,Dipterocarp Forest Closed,Cansayong,MALIMONO,SURIGAO DEL NORTE
2,309D2,Dipterocarp Forest Closed,Cansayong,MALIMONO,SURIGAO DEL NORTE
2,310B2,Dipterocarp Forest Closed,San Pedro,LIANGA,SURIGAO DEL SUR
2,310C2,Dipterocarp Forest Closed,San Pedro,LIANGA,SURIGAO DEL SUR
2,310D2,Dipterocarp Forest Closed,San Pedro,LIANGA,SURIGAO DEL SUR
2,311B2,Dipterocarp Forest Closed,Cabantao,ROSARIO,AGUSAN DEL SUR
2,311C2,Dipterocarp Forest Closed,Cabantao,ROSARIO,AGUSAN DEL SUR
2,311D2,Dipterocarp Forest Closed,Cabantao,ROSARIO,AGUSAN DEL SUR
2,312B2,Dipterocarp Forest Closed,Tagubay,CITY OF BAYUGAN,AGUSAN DEL SUR
2,312C2,Dipterocarp Forest Closed,Tagubay,CITY OF BAYUGAN,AGUSAN DEL SUR
2,312D2,Dipterocarp Forest Closed,Tagubay,CITY OF BAYUGAN,AGUSAN DEL SUR
2,313B2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,313C2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,313D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,314B2,Dipterocarp Forest Closed,Casiklan,LAS NIEVES,AGUSAN DEL NORTE
2,314C2,Dipterocarp Forest Closed,Casiklan,LAS NIEVES,AGUSAN DEL NORTE
2,314D2,Dipterocarp Forest Closed,Casiklan,LAS NIEVES,AGUSAN DEL NORTE
2,315B2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,315C2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,315D2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,316B2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,316C2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,316D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,317B2,Dipterocarp Forest Closed,Lydia,LA PAZ,AGUSAN DEL SUR
2,317C2,Dipterocarp Forest Closed,Lydia,LA PAZ,AGUSAN DEL SUR
2,317D2,Dipterocarp Forest Closed,Lydia,LA PAZ,AGUSAN DEL SUR
2,318B2,Dipterocarp Forest Closed,San Vicente,JABONGA,AGUSAN DEL NORTE
2,318C2,Dipterocarp Forest Closed,San Vicente,JABONGA,AGUSAN DEL NORTE
2,318D2,Dipterocarp Forest Closed,San Vicente,JABONGA,AGUSAN DEL NORTE
2,319B2,Dipterocarp Forest Closed,Agsabu,ESPERANZA,AGUSAN DEL SUR
2,319C2,Dipterocarp Forest Closed,Agsabu,ESPERANZA,AGUSAN DEL SUR
2,319D2,Dipterocarp Forest Closed,Agsabu,ESPERANZA,AGUSAN DEL SUR
2,320B2,Dipterocarp Forest Closed,Mahaba,MARIHATAG,SURIGAO DEL SUR
2,320C2,Dipterocarp Forest Closed,Mahaba,MARIHATAG,SURIGAO DEL SUR
2,320D2,Dipterocarp Forest Closed,Mahaba,MARIHATAG,SURIGAO DEL SUR
2,321B2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,321C2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,321D2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,322B2,Dipterocarp Forest Closed,Masgad,MALIMONO,SURIGAO DEL NORTE
2,322C2,Dipterocarp Forest Closed,Masgad,MALIMONO,SURIGAO DEL NORTE
2,322D2,Dipterocarp Forest Closed,Masgad,MALIMONO,SURIGAO DEL NORTE
2,323B2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,323C2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,323D2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,324B2,Dipterocarp Forest Closed,Anahao Bag-o,TAGO,SURIGAO DEL SUR
2,324C2,Dipterocarp Forest Closed,Anahao Bag-o,TAGO,SURIGAO DEL SUR
2,324D2,Dipterocarp Forest Closed,Anahao Bag-o,TAGO,SURIGAO DEL SUR
2,325B2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,325C2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,325D2,Dipterocarp Forest Closed,Kasapa_part of Bukidnon,Loreto,AGUSAN DEL SUR
2,326B2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,326C2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,326D2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,327B2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,327C2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,327D2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,328B2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,328C2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,328D2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,329B2,Dipterocarp Forest Closed,Bayabas,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,329C2,Dipterocarp Forest Closed,Bayabas,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,329D2,Dipterocarp Forest Closed,Bayabas,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,330B2,Dipterocarp Forest Closed,Arellano,LIBJO (ALBOR),DINAGAT ISLANDS
2,330C2,Dipterocarp Forest Closed,Arellano,LIBJO (ALBOR),DINAGAT ISLANDS
2,330D2,Dipterocarp Forest Closed,Arellano,LIBJO (ALBOR),DINAGAT ISLANDS
2,331B2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,331C2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,331D2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,332B2,Dipterocarp Forest Closed,Antipolo,DEL CARMEN,SURIGAO DEL NORTE
2,332C2,Dipterocarp Forest Closed,Antipolo,DEL CARMEN,SURIGAO DEL NORTE
2,332D2,Dipterocarp Forest Closed,Antipolo,DEL CARMEN,SURIGAO DEL NORTE
2,333B2,Dipterocarp Forest Closed,Puting Bato,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,333C2,Dipterocarp Forest Closed,Puting Bato,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,333D2,Dipterocarp Forest Closed,Puting Bato,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,334B2,Dipterocarp Forest Closed,Tagpangahoy,TUBAY,AGUSAN DEL NORTE
2,334C2,Dipterocarp Forest Closed,Tagpangahoy,TUBAY,AGUSAN DEL NORTE
2,334D2,Dipterocarp Forest Closed,Tagpangahoy,TUBAY,AGUSAN DEL NORTE
2,335B2,Dipterocarp Forest Closed,Pangyan,TRENTO,AGUSAN DEL SUR
2,335C2,Dipterocarp Forest Closed,Pangyan,TRENTO,AGUSAN DEL SUR
2,335D2,Dipterocarp Forest Closed,Pangyan,TRENTO,AGUSAN DEL SUR
2,336B2,Dipterocarp Forest Closed,Sico-sico,GIGAQUIT,SURIGAO DEL NORTE
2,336C2,Dipterocarp Forest Closed,Sico-sico,GIGAQUIT,SURIGAO DEL NORTE
2,336D2,Dipterocarp Forest Closed,Sico-sico,GIGAQUIT,SURIGAO DEL NORTE
2,337B2,Dipterocarp Forest Closed,Helene,SOCORRO,SURIGAO DEL NORTE
2,337C2,Dipterocarp Forest Closed,Helene,SOCORRO,SURIGAO DEL NORTE
2,337D2,Dipterocarp Forest Closed,Helene,SOCORRO,SURIGAO DEL NORTE
2,338B2,Dipterocarp Forest Closed,Libas,JABONGA,AGUSAN DEL NORTE
2,338C2,Dipterocarp Forest Closed,Libas,JABONGA,AGUSAN DEL NORTE
2,338D2,Dipterocarp Forest Closed,Libas,JABONGA,AGUSAN DEL NORTE
2,339B2,Dipterocarp Forest Closed,Labisma,CITY OF BISLIG,SURIGAO DEL SUR
2,339C2,Dipterocarp Forest Closed,Labisma,CITY OF BISLIG,SURIGAO DEL SUR
2,339D2,Dipterocarp Forest Closed,Labisma,CITY OF BISLIG,SURIGAO DEL SUR
2,340B2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,340C2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,340D2,Dipterocarp Forest Closed,Padiay,SIBAGAT,AGUSAN DEL SUR
2,341B2,Dipterocarp Forest Closed,Manat,TRENTO,AGUSAN DEL SUR
2,341C2,Dipterocarp Forest Closed,Manat,TRENTO,AGUSAN DEL SUR
2,341D2,Dipterocarp Forest Closed,Manat,TRENTO,AGUSAN DEL SUR
2,342B2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,342C2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,342D2,Dipterocarp Forest Closed,Kasapa,LORETO,AGUSAN DEL SUR
2,343B2,Dipterocarp Forest Closed,Taganito,CLAVER,SURIGAO DEL NORTE
2,343C2,Dipterocarp Forest Closed,Taganito,CLAVER,SURIGAO DEL NORTE
2,343D2,Dipterocarp Forest Closed,Taganito,CLAVER,SURIGAO DEL NORTE
2,344B2,Dipterocarp Forest Closed,San Andres,BUNAWAN,AGUSAN DEL SUR
2,344C2,Dipterocarp Forest Closed,San Andres,BUNAWAN,AGUSAN DEL SUR
2,344D2,Dipterocarp Forest Closed,San Andres,BUNAWAN,AGUSAN DEL SUR
2,345B2,Dipterocarp Forest Closed,San Vicente,ESPERANZA,AGUSAN DEL SUR
2,345C2,Dipterocarp Forest Closed,San Vicente,ESPERANZA,AGUSAN DEL SUR
2,345D2,Dipterocarp Forest Closed,San Vicente,ESPERANZA,AGUSAN DEL SUR
2,346B2,Dipterocarp Forest Closed,Malinao,TUBAJON,DINAGAT ISLANDS
2,346C2,Dipterocarp Forest Closed,Malinao,TUBAJON,DINAGAT ISLANDS
2,346D2,Dipterocarp Forest Closed,Malinao,TUBAJON,DINAGAT ISLANDS
2,347B2,Dipterocarp Forest Closed,Mahaba,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,347C2,Dipterocarp Forest Closed,Mahaba,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,347D2,Dipterocarp Forest Closed,Mahaba,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,348B2,Dipterocarp Forest Closed,Adlay,CARRASCAL,SURIGAO DEL SUR
2,348C2,Dipterocarp Forest Closed,Adlay,CARRASCAL,SURIGAO DEL SUR
2,348D2,Dipterocarp Forest Closed,Adlay,CARRASCAL,SURIGAO DEL SUR
2,349B2,Dipterocarp Forest Closed,Osme├▒a,TAGBINA,SURIGAO DEL SUR
2,349C2,Dipterocarp Forest Closed,Osme├▒a,TAGBINA,SURIGAO DEL SUR
2,349D2,Dipterocarp Forest Closed,Osme├▒a,TAGBINA,SURIGAO DEL SUR
2,350B2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,350C2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,350D2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,351B2,Dipterocarp Forest Closed,Kasapa II,LA PAZ,AGUSAN DEL SUR
2,351C2,Dipterocarp Forest Closed,Kasapa II,LA PAZ,AGUSAN DEL SUR
2,351D2,Dipterocarp Forest Closed,Kasapa II,LA PAZ,AGUSAN DEL SUR
2,352B2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,352C2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,352D2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,353B2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,353C2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,353D2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,354B2,Dipterocarp Forest Closed,Concepcion,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,354C2,Dipterocarp Forest Closed,Concepcion,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,354D2,Dipterocarp Forest Closed,Concepcion,CITY OF CABADBARAN,AGUSAN DEL NORTE
2,355B2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,355C2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,355D2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,356B2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,356C2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,356D2,Dipterocarp Forest Closed,Kinamaybay,ESPERANZA,AGUSAN DEL SUR
2,357B2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,357C2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,357D2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,358B2,Dipterocarp Forest Closed,Layog,TAGO,SURIGAO DEL SUR
2,358C2,Dipterocarp Forest Closed,Layog,TAGO,SURIGAO DEL SUR
2,358D2,Dipterocarp Forest Closed,Layog,TAGO,SURIGAO DEL SUR
2,359B2,Dipterocarp Forest Closed,Macopa,SAN FRANCISCO (ANAO-AON),SURIGAO DEL NORTE
2,359C2,Dipterocarp Forest Closed,Macopa,SAN FRANCISCO (ANAO-AON),SURIGAO DEL NORTE
2,359D2,Dipterocarp Forest Closed,Macopa,SAN FRANCISCO (ANAO-AON),SURIGAO DEL NORTE
2,360B2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,360C2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,360D2,Dipterocarp Forest Closed,San Jose,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,361B2,Dipterocarp Forest Closed,Bitan-agan,SAN FRANCISCO,AGUSAN DEL SUR
2,361C2,Dipterocarp Forest Closed,Bitan-agan,SAN FRANCISCO,AGUSAN DEL SUR
2,361D2,Dipterocarp Forest Closed,Bitan-agan,SAN FRANCISCO,AGUSAN DEL SUR
2,362B2,Dipterocarp Forest Closed,San Roque (Cadanglasan),CITY OF BISLIG,SURIGAO DEL SUR
2,362C2,Dipterocarp Forest Closed,San Roque (Cadanglasan),CITY OF BISLIG,SURIGAO DEL SUR
2,362D2,Dipterocarp Forest Closed,San Roque (Cadanglasan),CITY OF BISLIG,SURIGAO DEL SUR
2,363B2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,363C2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,363D2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,364B2,Dipterocarp Forest Closed,Amag,BAYABAS,SURIGAO DEL SUR
2,364C2,Dipterocarp Forest Closed,Amag,BAYABAS,SURIGAO DEL SUR
2,364D2,Dipterocarp Forest Closed,Amag,BAYABAS,SURIGAO DEL SUR
2,365B2,Dipterocarp Forest Closed,Mahayag,CITY OF BAYUGAN,AGUSAN DEL SUR
2,365C2,Dipterocarp Forest Closed,Mahayag,CITY OF BAYUGAN,AGUSAN DEL SUR
2,365D2,Dipterocarp Forest Closed,Mahayag,CITY OF BAYUGAN,AGUSAN DEL SUR
2,366B2,Dipterocarp Forest Closed,La Fraternidad,TUBAY,AGUSAN DEL NORTE
2,366C2,Dipterocarp Forest Closed,La Fraternidad,TUBAY,AGUSAN DEL NORTE
2,366D2,Dipterocarp Forest Closed,La Fraternidad,TUBAY,AGUSAN DEL NORTE
2,367B2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,367C2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,367D2,Dipterocarp Forest Closed,Hinimbangan,KITCHARAO,AGUSAN DEL NORTE
2,368B2,Dipterocarp Forest Closed,Mabini,PLACER,SURIGAO DEL NORTE
2,368C2,Dipterocarp Forest Closed,Mabini,PLACER,SURIGAO DEL NORTE
2,368D2,Dipterocarp Forest Closed,Mabini,PLACER,SURIGAO DEL NORTE
2,369B2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
2,369C2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
2,369D2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
2,370B2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,370C2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,370D2,Dipterocarp Forest Closed,Lobo,CANTILAN,SURIGAO DEL SUR
2,371B2,Dipterocarp Forest Closed,Bad-as,PLACER,SURIGAO DEL NORTE
2,371C2,Dipterocarp Forest Closed,Bad-as,PLACER,SURIGAO DEL NORTE
2,371D2,Dipterocarp Forest Closed,Bad-as,PLACER,SURIGAO DEL NORTE
2,372B2,Dipterocarp Forest Closed,Pangaylan-IP,SANTIAGO,AGUSAN DEL NORTE
2,372C2,Dipterocarp Forest Closed,Pangaylan-IP,SANTIAGO,AGUSAN DEL NORTE
2,372D2,Dipterocarp Forest Closed,Pangaylan-IP,SANTIAGO,AGUSAN DEL NORTE
2,373B2,Dipterocarp Forest Closed,Katipunan,DEL CARMEN,SURIGAO DEL NORTE
2,373C2,Dipterocarp Forest Closed,Katipunan,DEL CARMEN,SURIGAO DEL NORTE
2,373D2,Dipterocarp Forest Closed,Katipunan,DEL CARMEN,SURIGAO DEL NORTE
2,374B2,Dipterocarp Forest Closed,Mampi,LANUZA,SURIGAO DEL SUR
2,374C2,Dipterocarp Forest Closed,Mampi,LANUZA,SURIGAO DEL SUR
2,374D2,Dipterocarp Forest Closed,Mampi,LANUZA,SURIGAO DEL SUR
2,375B2,Dipterocarp Forest Closed,Raja Cabungso-an,Lingig_part of Davao_Orienta,SURIGAO DEL SUR
2,375C2,Dipterocarp Forest Closed,Raja Cabungso-an,Lingig_part of Davao_Orienta,SURIGAO DEL SUR
2,375D2,Dipterocarp Forest Closed,Raja Cabungso-an,Lingig_part of Davao_Orienta,SURIGAO DEL SUR
2,376B2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,376C2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,376D2,Dipterocarp Forest Closed,Binicalan,SAN LUIS,AGUSAN DEL SUR
2,377B2,Dipterocarp Forest Closed,Cuarinta,SAN JOSE (Capital),DINAGAT ISLANDS
2,377C2,Dipterocarp Forest Closed,Cuarinta,SAN JOSE (Capital),DINAGAT ISLANDS
2,377D2,Dipterocarp Forest Closed,Cuarinta,SAN JOSE (Capital),DINAGAT ISLANDS
2,378B2,Dipterocarp Forest Closed,San Antonio (Pob.),LIBJO (ALBOR),DINAGAT ISLANDS
2,378C2,Dipterocarp Forest Closed,San Antonio (Pob.),LIBJO (ALBOR),DINAGAT ISLANDS
2,378D2,Dipterocarp Forest Closed,San Antonio (Pob.),LIBJO (ALBOR),DINAGAT ISLANDS
2,379B2,Dipterocarp Forest Closed,Mahayahay,SAN LUIS,AGUSAN DEL SUR
2,379C2,Dipterocarp Forest Closed,Mahayahay,SAN LUIS,AGUSAN DEL SUR
2,379D2,Dipterocarp Forest Closed,Mahayahay,SAN LUIS,AGUSAN DEL SUR
2,380B2,Dipterocarp Forest Closed,Bunaguit,ESPERANZA,AGUSAN DEL SUR
2,380C2,Dipterocarp Forest Closed,Bunaguit,ESPERANZA,AGUSAN DEL SUR
2,380D2,Dipterocarp Forest Closed,Bunaguit,ESPERANZA,AGUSAN DEL SUR
2,381B2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,381C2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,381D2,Dipterocarp Forest Closed,Mahagsay,SAN LUIS,AGUSAN DEL SUR
2,382B2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,382C2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,382D2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,383B2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,383C2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,383D2,Dipterocarp Forest Closed,Sabud,LORETO,AGUSAN DEL SUR
2,384B2,Dipterocarp Forest Closed,Castillo,SAN MIGUEL,SURIGAO DEL SUR
2,384C2,Dipterocarp Forest Closed,Castillo,SAN MIGUEL,SURIGAO DEL SUR
2,384D2,Dipterocarp Forest Closed,Castillo,SAN MIGUEL,SURIGAO DEL SUR
2,385B2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,385C2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,385D2,Dipterocarp Forest Closed,Santiago (Pob.),LORETO,DINAGAT ISLANDS
2,386B2,Dipterocarp Forest Closed,Bagyang,SAN MIGUEL,SURIGAO DEL SUR
2,386C2,Dipterocarp Forest Closed,Bagyang,SAN MIGUEL,SURIGAO DEL SUR
2,386D2,Dipterocarp Forest Closed,Bagyang,SAN MIGUEL,SURIGAO DEL SUR
2,387B2,Dipterocarp Forest Closed,Policarpo,SAN LUIS,AGUSAN DEL SUR
2,387C2,Dipterocarp Forest Closed,Policarpo,SAN LUIS,AGUSAN DEL SUR
2,387D2,Dipterocarp Forest Closed,Policarpo,SAN LUIS,AGUSAN DEL SUR
2,388B2,Dipterocarp Forest Closed,Del Pilar,CAGDIANAO,DINAGAT ISLANDS
2,388C2,Dipterocarp Forest Closed,Del Pilar,CAGDIANAO,DINAGAT ISLANDS
2,388D2,Dipterocarp Forest Closed,Del Pilar,CAGDIANAO,DINAGAT ISLANDS
2,389B2,Dipterocarp Forest Closed,La Purisima,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,389C2,Dipterocarp Forest Closed,La Purisima,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,389D2,Dipterocarp Forest Closed,La Purisima,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,390B2,Dipterocarp Forest Closed,Magsaysay,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,390C2,Dipterocarp Forest Closed,Magsaysay,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,390D2,Dipterocarp Forest Closed,Magsaysay,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,391B2,Dipterocarp Forest Closed,Santa Cruz,SIBAGAT,AGUSAN DEL SUR
2,391C2,Dipterocarp Forest Closed,Santa Cruz,SIBAGAT,AGUSAN DEL SUR
2,391D2,Dipterocarp Forest Closed,Santa Cruz,SIBAGAT,AGUSAN DEL SUR
2,392B2,Dipterocarp Forest Closed,Calatngan,SAN MIGUEL,SURIGAO DEL SUR
2,392C2,Dipterocarp Forest Closed,Calatngan,SAN MIGUEL,SURIGAO DEL SUR
2,392D2,Dipterocarp Forest Closed,Calatngan,SAN MIGUEL,SURIGAO DEL SUR
2,393B2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,393C2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,393D2,Dipterocarp Forest Closed,Poblacion (Carmen),CARMEN,AGUSAN DEL NORTE
2,394B2,Dipterocarp Forest Closed,La Purisima (Palhe),CAGWAIT,SURIGAO DEL SUR
2,394C2,Dipterocarp Forest Closed,La Purisima (Palhe),CAGWAIT,SURIGAO DEL SUR
2,394D2,Dipterocarp Forest Closed,La Purisima (Palhe),CAGWAIT,SURIGAO DEL SUR
2,395B2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,395C2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,395D2,Dipterocarp Forest Closed,Pantukan,CARRASCAL,SURIGAO DEL SUR
2,396B2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
